id,timestamp,sensor_value,timestamp_hour,rolling_mean_1h,zone,z_score
SNS-20250917-4000408,2025-09-17T23:00:00Z,641.32,23,632.64,zone4,-1.98
SNS-20250918-1000409,2025-09-18T00:00:00Z,161.88,0,165.61,zone1,0.79
SNS-20250918-2000409,2025-09-18T00:00:00Z,78.05,0,85.16,zone2,-0.24
SNS-20250918-3000409,2025-09-18T00:00:00Z,463.64,0,470.75,zone3,8.55
SNS-20250918-4000409,2025-09-18T00:00:00Z,832.33,0,837.11,zone4,0.4
SNS-20250918-1000410,2025-09-18T01:00:00Z,135.36,1,134.08,zone1,-0.98
SNS-20250918-2000410,2025-09-18T01:00:00Z,78.2,1,85.82,zone2,-0.22
SNS-20250918-3000410,2025-09-18T01:00:00Z,240.76,1,233.94,zone3,-0.37
SNS-20250918-4000410,2025-09-18T01:00:00Z,690.64,1,696.86,zone4,-1.37
SNS-20250918-1000411,2025-09-18T02:00:00Z,136.55,2,129.41,zone1,-0.9
SNS-20250918-2000411,2025-09-18T02:00:00Z,75.4,2,80.31,zone2,-0.57
SNS-20250918-3000411,2025-09-18T02:00:00Z,255.35,2,252.64,zone3,0.21
SNS-20250918-4000411,2025-09-18T02:00:00Z,693.13,2,687.86,zone4,-1.34
SNS-20250918-1000412,2025-09-18T03:00:00Z,160.4,3,160.51,zone1,0.69
SNS-20250918-2000412,2025-09-18T03:00:00Z,81.99,3,78.23,zone2,0.25
SNS-20250918-3000412,2025-09-18T03:00:00Z,292.53,3,293.38,zone3,1.7
SNS-20250918-4000412,2025-09-18T03:00:00Z,799.97,3,804.24,zone4,-0.0
SNS-20250918-1000413,2025-09-18T04:00:00Z,157.9,4,163.82,zone1,0.53
SNS-20250918-2000413,2025-09-18T04:00:00Z,89.34,4,92.75,zone2,1.17
SNS-20250918-3000413,2025-09-18T04:00:00Z,220.66,4,218.2,zone3,-1.17
SNS-20250918-4000413,2025-09-18T04:00:00Z,871.53,4,880.76,zone4,0.89
SNS-20250918-1000414,2025-09-18T05:00:00Z,153.32,5,156.76,zone1,0.22
SNS-20250918-2000414,2025-09-18T05:00:00Z,72.44,5,63.75,zone2,-0.95
SNS-20250918-3000414,2025-09-18T05:00:00Z,237.83,5,231.12,zone3,-0.49
SNS-20250918-4000414,2025-09-18T05:00:00Z,824.9,5,826.3,zone4,0.31
SNS-20250918-1000415,2025-09-18T06:00:00Z,131.18,6,132.13,zone1,-1.25
SNS-20250918-2000415,2025-09-18T06:00:00Z,88.29,6,90.83,zone2,1.04
SNS-20250918-3000415,2025-09-18T06:00:00Z,251.6,6,256.72,zone3,0.06
SNS-20250918-4000415,2025-09-18T06:00:00Z,835.47,6,844.38,zone4,0.44
SNS-20250918-1000416,2025-09-18T07:00:00Z,142.78,7,148.98,zone1,-0.48
SNS-20250918-2000416,2025-09-18T07:00:00Z,79.77,7,89.53,zone2,-0.03
SNS-20250918-3000416,2025-09-18T07:00:00Z,229.66,7,237.6,zone3,-0.81
SNS-20250918-4000416,2025-09-18T07:00:00Z,670.59,7,675.87,zone4,-1.62
SNS-20250918-1000417,2025-09-18T08:00:00Z,168.44,8,159.11,zone1,1.23
SNS-20250918-2000417,2025-09-18T08:00:00Z,91.5,8,96.65,zone2,1.44
SNS-20250918-3000417,2025-09-18T08:00:00Z,261.79,8,263.0,zone3,0.47
SNS-20250918-4000417,2025-09-18T08:00:00Z,770.69,8,772.35,zone4,-0.37
SNS-20250918-1000418,2025-09-18T09:00:00Z,167.3,9,170.66,zone1,1.15
SNS-20250918-2000418,2025-09-18T09:00:00Z,67.96,9,76.66,zone2,-1.51
SNS-20250918-3000418,2025-09-18T09:00:00Z,222.78,9,219.52,zone3,-1.09
SNS-20250918-4000418,2025-09-18T09:00:00Z,811.42,9,807.72,zone4,0.14
SNS-20250918-1000419,2025-09-18T10:00:00Z,161.56,10,158.65,zone1,0.77
SNS-20250918-2000419,2025-09-18T10:00:00Z,79.27,10,78.77,zone2,-0.09
SNS-20250918-3000419,2025-09-18T10:00:00Z,263.83,10,260.4,zone3,0.55
SNS-20250918-4000419,2025-09-18T10:00:00Z,779.23,10,788.22,zone4,-0.26
SNS-20250918-1000420,2025-09-18T11:00:00Z,131.02,11,127.08,zone1,-1.27
SNS-20250918-2000420,2025-09-18T11:00:00Z,86.46,11,84.55,zone2,0.81
SNS-20250918-3000420,2025-09-18T11:00:00Z,239.96,11,240.13,zone3,-0.4
SNS-20250918-4000420,2025-09-18T11:00:00Z,767.11,11,770.82,zone4,-0.41
SNS-20250918-1000421,2025-09-18T12:00:00Z,166.02,12,160.08,zone1,1.07
SNS-20250918-2000421,2025-09-18T12:00:00Z,88.35,12,96.43,zone2,1.04
SNS-20250918-3000421,2025-09-18T12:00:00Z,231.31,12,222.07,zone3,-0.75
SNS-20250918-4000421,2025-09-18T12:00:00Z,785.23,12,783.49,zone4,-0.18
SNS-20250918-1000422,2025-09-18T13:00:00Z,144.35,13,141.03,zone1,-0.38
SNS-20250918-2000422,2025-09-18T13:00:00Z,76.42,13,74.92,zone2,-0.45
SNS-20250918-3000422,2025-09-18T13:00:00Z,277.83,13,282.0,zone3,1.11
SNS-20250918-4000422,2025-09-18T13:00:00Z,799.32,13,805.04,zone4,-0.01
SNS-20250918-1000423,2025-09-18T14:00:00Z,151.75,14,153.52,zone1,0.12
SNS-20250918-2000423,2025-09-18T14:00:00Z,73.42,14,74.44,zone2,-0.82
SNS-20250918-3000423,2025-09-18T14:00:00Z,272.78,14,282.76,zone3,0.91
SNS-20250918-4000423,2025-09-18T14:00:00Z,899.18,14,905.65,zone4,1.24
SNS-20250918-1000424,2025-09-18T15:00:00Z,127.49,15,130.38,zone1,-1.5
SNS-20250918-2000424,2025-09-18T15:00:00Z,72.27,15,80.33,zone2,-0.97
SNS-20250918-3000424,2025-09-18T15:00:00Z,254.58,15,249.79,zone3,0.18
SNS-20250918-4000424,2025-09-18T15:00:00Z,662.1,15,653.59,zone4,-1.72
SNS-20250918-1000425,2025-09-18T16:00:00Z,171.91,16,172.47,zone1,1.46
SNS-20250918-2000425,2025-09-18T16:00:00Z,76.69,16,81.21,zone2,-0.41
SNS-20250918-3000425,2025-09-18T16:00:00Z,221.1,16,221.43,zone3,-1.16
SNS-20250918-4000425,2025-09-18T16:00:00Z,797.05,16,804.06,zone4,-0.04
SNS-20250918-1000426,2025-09-18T17:00:00Z,125.05,17,122.76,zone1,-1.66
SNS-20250918-2000426,2025-09-18T17:00:00Z,82.46,17,88.19,zone2,0.31
SNS-20250918-3000426,2025-09-18T17:00:00Z,381.78,17,381.37,zone3,5.27
SNS-20250918-4000426,2025-09-18T17:00:00Z,893.69,17,885.2,zone4,1.17
SNS-20250918-1000427,2025-09-18T18:00:00Z,141.29,18,134.15,zone1,-0.58
SNS-20250918-2000427,2025-09-18T18:00:00Z,84.42,18,91.94,zone2,0.55
SNS-20250918-3000427,2025-09-18T18:00:00Z,227.7,18,235.2,zone3,-0.89
SNS-20250918-4000427,2025-09-18T18:00:00Z,778.79,18,788.7,zone4,-0.27
SNS-20250918-1000428,2025-09-18T19:00:00Z,167.39,19,166.33,zone1,1.16
SNS-20250918-2000428,2025-09-18T19:00:00Z,77.51,19,85.78,zone2,-0.31
SNS-20250918-3000428,2025-09-18T19:00:00Z,278.59,19,269.36,zone3,1.14
SNS-20250918-4000428,2025-09-18T19:00:00Z,801.84,19,811.57,zone4,0.02
SNS-20250918-1000429,2025-09-18T20:00:00Z,125.52,20,129.6,zone1,-1.63
SNS-20250918-2000429,2025-09-18T20:00:00Z,140.26,20,132.94,zone2,7.53
SNS-20250918-3000429,2025-09-18T20:00:00Z,218.58,20,215.13,zone3,-1.26
SNS-20250918-4000429,2025-09-18T20:00:00Z,878.93,20,884.08,zone4,0.99
SNS-20250918-1000430,2025-09-18T21:00:00Z,166.6,21,159.78,zone1,1.11
SNS-20250918-2000430,2025-09-18T21:00:00Z,79.3,21,85.07,zone2,-0.09
SNS-20250918-3000430,2025-09-18T21:00:00Z,265.6,21,269.88,zone3,0.62
SNS-20250918-4000430,2025-09-18T21:00:00Z,777.62,21,779.26,zone4,-0.28
SNS-20250918-1000431,2025-09-18T22:00:00Z,164.7,22,160.77,zone1,0.98
SNS-20250918-2000431,2025-09-18T22:00:00Z,76.7,22,82.94,zone2,-0.41
SNS-20250918-3000431,2025-09-18T22:00:00Z,297.3,22,304.84,zone3,1.89
SNS-20250918-4000431,2025-09-18T22:00:00Z,902.5,22,899.9,zone4,1.28
SNS-20250918-1000432,2025-09-18T23:00:00Z,169.25,23,162.72,zone1,1.28
SNS-20250918-2000432,2025-09-18T23:00:00Z,70.38,23,75.67,zone2,-1.2
SNS-20250918-3000432,2025-09-18T23:00:00Z,459.61,23,452.31,zone3,8.38
SNS-20250918-4000432,2025-09-18T23:00:00Z,721.98,23,725.54,zone4,-0.98
SNS-20250919-1000433,2025-09-19T00:00:00Z,119.88,0,127.13,zone1,-2.01
SNS-20250919-2000433,2025-09-19T00:00:00Z,96.55,0,91.59,zone2,2.07
SNS-20250919-3000433,2025-09-19T00:00:00Z,276.91,0,279.09,zone3,1.08
SNS-20250919-4000433,2025-09-19T00:00:00Z,779.32,0,775.22,zone4,-0.26
SNS-20250919-1000434,2025-09-19T01:00:00Z,234.35,1,239.33,zone1,5.62
SNS-20250919-2000434,2025-09-19T01:00:00Z,74.36,1,81.82,zone2,-0.71
SNS-20250919-3000434,2025-09-19T01:00:00Z,571.65,1,578.98,zone3,12.87
SNS-20250919-4000434,2025-09-19T01:00:00Z,789.18,1,779.78,zone4,-0.14
SNS-20250919-1000435,2025-09-19T02:00:00Z,149.4,2,144.7,zone1,-0.04
SNS-20250919-2000435,2025-09-19T02:00:00Z,83.54,2,89.76,zone2,0.44
SNS-20250919-3000435,2025-09-19T02:00:00Z,247.21,2,250.68,zone3,-0.11
SNS-20250919-4000435,2025-09-19T02:00:00Z,713.13,2,707.39,zone4,-1.09
SNS-20250919-1000436,2025-09-19T03:00:00Z,158.65,3,160.26,zone1,0.58
SNS-20250919-2000436,2025-09-19T03:00:00Z,70.6,3,61.19,zone2,-1.18
SNS-20250919-3000436,2025-09-19T03:00:00Z,255.28,3,264.42,zone3,0.21
SNS-20250919-4000436,2025-09-19T03:00:00Z,912.46,3,913.47,zone4,1.41
SNS-20250919-1000437,2025-09-19T04:00:00Z,135.21,4,132.76,zone1,-0.99
SNS-20250919-2000437,2025-09-19T04:00:00Z,72.22,4,77.07,zone2,-0.97
SNS-20250919-3000437,2025-09-19T04:00:00Z,268.09,4,275.39,zone3,0.72
SNS-20250919-4000437,2025-09-19T04:00:00Z,832.26,4,824.06,zone4,0.4
SNS-20250919-1000438,2025-09-19T05:00:00Z,167.97,5,168.85,zone1,1.2
SNS-20250919-2000438,2025-09-19T05:00:00Z,77.05,5,77.66,zone2,-0.37
SNS-20250919-3000438,2025-09-19T05:00:00Z,285.66,5,279.35,zone3,1.43
SNS-20250919-4000438,2025-09-19T05:00:00Z,947.44,5,940.89,zone4,1.84
SNS-20250919-1000439,2025-09-19T06:00:00Z,162.49,6,156.85,zone1,0.83
SNS-20250919-2000439,2025-09-19T06:00:00Z,79.7,6,79.62,zone2,-0.04
SNS-20250919-3000439,2025-09-19T06:00:00Z,242.77,6,248.81,zone3,-0.29
SNS-20250919-4000439,2025-09-19T06:00:00Z,926.56,6,934.17,zone4,1.58
SNS-20250919-1000440,2025-09-19T07:00:00Z,147.53,7,150.3,zone1,-0.16
SNS-20250919-2000440,2025-09-19T07:00:00Z,89.88,7,81.13,zone2,1.23
SNS-20250919-3000440,2025-09-19T07:00:00Z,232.63,7,226.28,zone3,-0.69
SNS-20250919-4000440,2025-09-19T07:00:00Z,1390.84,7,1382.34,zone4,7.39
SNS-20250919-1000441,2025-09-19T08:00:00Z,164.87,8,167.01,zone1,0.99
SNS-20250919-2000441,2025-09-19T08:00:00Z,89.07,8,79.16,zone2,1.13
SNS-20250919-3000441,2025-09-19T08:00:00Z,236.77,8,232.02,zone3,-0.53
SNS-20250919-4000441,2025-09-19T08:00:00Z,796.91,8,799.26,zone4,-0.04
SNS-20250919-1000442,2025-09-19T09:00:00Z,163.48,9,166.6,zone1,0.9
SNS-20250919-2000442,2025-09-19T09:00:00Z,67.02,9,71.49,zone2,-1.62
SNS-20250919-3000442,2025-09-19T09:00:00Z,289.51,9,289.46,zone3,1.58
SNS-20250919-4000442,2025-09-19T09:00:00Z,749.61,9,741.05,zone4,-0.63
SNS-20250919-1000443,2025-09-19T10:00:00Z,137.51,10,136.63,zone1,-0.83
SNS-20250919-2000443,2025-09-19T10:00:00Z,70.42,10,71.58,zone2,-1.2
SNS-20250919-3000443,2025-09-19T10:00:00Z,238.95,10,246.13,zone3,-0.44
SNS-20250919-4000443,2025-09-19T10:00:00Z,898.84,10,900.33,zone4,1.24
SNS-20250919-1000444,2025-09-19T11:00:00Z,161.88,11,165.75,zone1,0.79
SNS-20250919-2000444,2025-09-19T11:00:00Z,70.45,11,61.1,zone2,-1.19
SNS-20250919-3000444,2025-09-19T11:00:00Z,254.41,11,251.65,zone3,0.18
SNS-20250919-4000444,2025-09-19T11:00:00Z,740.15,11,738.68,zone4,-0.75
SNS-20250919-1000445,2025-09-19T12:00:00Z,157.92,12,161.8,zone1,0.53
SNS-20250919-2000445,2025-09-19T12:00:00Z,84.36,12,77.83,zone2,0.54
SNS-20250919-3000445,2025-09-19T12:00:00Z,246.87,12,247.46,zone3,-0.13
SNS-20250919-4000445,2025-09-19T12:00:00Z,780.49,12,785.82,zone4,-0.24
SNS-20250919-1000446,2025-09-19T13:00:00Z,137.92,13,142.43,zone1,-0.81
SNS-20250919-2000446,2025-09-19T13:00:00Z,90.97,13,100.74,zone2,1.37
SNS-20250919-3000446,2025-09-19T13:00:00Z,219.96,13,223.37,zone3,-1.2
SNS-20250919-4000446,2025-09-19T13:00:00Z,796.64,13,794.99,zone4,-0.04
SNS-20250919-1000447,2025-09-19T14:00:00Z,152.81,14,151.1,zone1,0.19
SNS-20250919-2000447,2025-09-19T14:00:00Z,77.21,14,79.58,zone2,-0.35
SNS-20250919-3000447,2025-09-19T14:00:00Z,255.71,14,253.2,zone3,0.23
SNS-20250919-4000447,2025-09-19T14:00:00Z,857.31,14,847.6,zone4,0.72
SNS-20250919-1000448,2025-09-19T15:00:00Z,173.0,15,180.04,zone1,1.53
SNS-20250919-2000448,2025-09-19T15:00:00Z,87.06,15,85.98,zone2,0.88
SNS-20250919-3000448,2025-09-19T15:00:00Z,220.53,15,216.0,zone3,-1.18
SNS-20250919-4000448,2025-09-19T15:00:00Z,1246.38,15,1247.36,zone4,5.58
SNS-20250919-1000449,2025-09-19T16:00:00Z,159.11,16,150.08,zone1,0.61
SNS-20250919-2000449,2025-09-19T16:00:00Z,86.68,16,96.52,zone2,0.84
SNS-20250919-3000449,2025-09-19T16:00:00Z,277.59,16,270.9,zone3,1.1
SNS-20250919-4000449,2025-09-19T16:00:00Z,1233.23,16,1224.3,zone4,5.42
SNS-20250919-1000450,2025-09-19T17:00:00Z,158.63,17,164.37,zone1,0.58
SNS-20250919-2000450,2025-09-19T17:00:00Z,84.38,17,79.26,zone2,0.55
SNS-20250919-3000450,2025-09-19T17:00:00Z,282.52,17,287.87,zone3,1.3
SNS-20250919-4000450,2025-09-19T17:00:00Z,725.16,17,727.95,zone4,-0.94
SNS-20250919-1000451,2025-09-19T18:00:00Z,152.19,18,161.31,zone1,0.15
SNS-20250919-2000451,2025-09-19T18:00:00Z,72.63,18,67.1,zone2,-0.92
SNS-20250919-3000451,2025-09-19T18:00:00Z,227.11,18,233.14,zone3,-0.92
SNS-20250919-4000451,2025-09-19T18:00:00Z,800.67,18,801.56,zone4,0.01
SNS-20250919-1000452,2025-09-19T19:00:00Z,146.52,19,145.35,zone1,-0.23
SNS-20250919-2000452,2025-09-19T19:00:00Z,89.38,19,85.87,zone2,1.17
SNS-20250919-3000452,2025-09-19T19:00:00Z,230.26,19,223.16,zone3,-0.79
SNS-20250919-4000452,2025-09-19T19:00:00Z,1965.88,19,1960.36,zone4,14.57
SNS-20250919-1000453,2025-09-19T20:00:00Z,145.35,20,154.33,zone1,-0.31
SNS-20250919-2000453,2025-09-19T20:00:00Z,79.1,20,75.3,zone2,-0.11
SNS-20250919-3000453,2025-09-19T20:00:00Z,255.6,20,251.67,zone3,0.22
SNS-20250919-4000453,2025-09-19T20:00:00Z,782.75,20,775.0,zone4,-0.22
SNS-20250919-1000454,2025-09-19T21:00:00Z,136.74,21,140.5,zone1,-0.88
SNS-20250919-2000454,2025-09-19T21:00:00Z,81.92,21,72.03,zone2,0.24
SNS-20250919-3000454,2025-09-19T21:00:00Z,258.22,21,254.7,zone3,0.33
SNS-20250919-4000454,2025-09-19T21:00:00Z,767.77,21,761.62,zone4,-0.4
SNS-20250919-1000455,2025-09-19T22:00:00Z,138.89,22,137.01,zone1,-0.74
SNS-20250919-2000455,2025-09-19T22:00:00Z,87.63,22,84.69,zone2,0.95
SNS-20250919-3000455,2025-09-19T22:00:00Z,225.73,22,225.13,zone3,-0.97
SNS-20250919-4000455,2025-09-19T22:00:00Z,874.43,22,882.62,zone4,0.93
SNS-20250919-1000456,2025-09-19T23:00:00Z,140.33,23,141.99,zone1,-0.64
SNS-20250919-2000456,2025-09-19T23:00:00Z,98.61,23,91.93,zone2,2.33
SNS-20250919-3000456,2025-09-19T23:00:00Z,292.25,23,297.57,zone3,1.69
SNS-20250919-4000456,2025-09-19T23:00:00Z,880.44,23,884.45,zone4,1.01
SNS-20250920-1000457,2025-09-20T00:00:00Z,144.49,0,146.57,zone1,-0.37
SNS-20250920-2000457,2025-09-20T00:00:00Z,99.1,0,105.63,zone2,2.39
SNS-20250920-3000457,2025-09-20T00:00:00Z,281.29,0,281.63,zone3,1.25
SNS-20250920-4000457,2025-09-20T00:00:00Z,705.62,0,714.13,zone4,-1.18
SNS-20250920-1000458,2025-09-20T01:00:00Z,158.57,1,163.41,zone1,0.57
SNS-20250920-2000458,2025-09-20T01:00:00Z,79.49,1,77.46,zone2,-0.06
SNS-20250920-3000458,2025-09-20T01:00:00Z,291.0,1,291.96,zone3,1.64
SNS-20250920-4000458,2025-09-20T01:00:00Z,902.87,1,903.88,zone4,1.29
SNS-20250920-1000459,2025-09-20T02:00:00Z,151.77,2,150.73,zone1,0.12
SNS-20250920-2000459,2025-09-20T02:00:00Z,81.32,2,77.16,zone2,0.16
SNS-20250920-3000459,2025-09-20T02:00:00Z,288.8,2,287.09,zone3,1.55
SNS-20250920-4000459,2025-09-20T02:00:00Z,854.17,2,846.12,zone4,0.68
SNS-20250920-1000460,2025-09-20T03:00:00Z,137.77,3,133.01,zone1,-0.82
SNS-20250920-2000460,2025-09-20T03:00:00Z,84.42,3,89.26,zone2,0.55
SNS-20250920-3000460,2025-09-20T03:00:00Z,256.96,3,257.1,zone3,0.28
SNS-20250920-4000460,2025-09-20T03:00:00Z,821.98,3,821.3,zone4,0.27
SNS-20250920-1000461,2025-09-20T04:00:00Z,143.51,4,147.64,zone1,-0.43
SNS-20250920-2000461,2025-09-20T04:00:00Z,68.15,4,61.48,zone2,-1.48
SNS-20250920-3000461,2025-09-20T04:00:00Z,258.02,4,252.28,zone3,0.32
SNS-20250920-4000461,2025-09-20T04:00:00Z,741.05,4,747.94,zone4,-0.74
SNS-20250920-1000462,2025-09-20T05:00:00Z,150.89,5,158.43,zone1,0.06
SNS-20250920-2000462,2025-09-20T05:00:00Z,76.71,5,77.67,zone2,-0.41
SNS-20250920-3000462,2025-09-20T05:00:00Z,215.48,5,212.25,zone3,-1.38
SNS-20250920-4000462,2025-09-20T05:00:00Z,859.16,5,868.6,zone4,0.74
SNS-20250920-1000463,2025-09-20T06:00:00Z,159.87,6,162.47,zone1,0.66
SNS-20250920-2000463,2025-09-20T06:00:00Z,81.67,6,82.51,zone2,0.21
SNS-20250920-3000463,2025-09-20T06:00:00Z,257.62,6,261.24,zone3,0.3
SNS-20250920-4000463,2025-09-20T06:00:00Z,908.88,6,911.76,zone4,1.36
SNS-20250920-1000464,2025-09-20T07:00:00Z,123.8,7,127.82,zone1,-1.75
SNS-20250920-2000464,2025-09-20T07:00:00Z,63.94,7,60.27,zone2,-2.01
SNS-20250920-3000464,2025-09-20T07:00:00Z,236.99,7,228.57,zone3,-0.52
SNS-20250920-4000464,2025-09-20T07:00:00Z,785.14,7,786.84,zone4,-0.19
SNS-20250920-1000465,2025-09-20T08:00:00Z,163.41,8,173.26,zone1,0.89
SNS-20250920-2000465,2025-09-20T08:00:00Z,68.3,8,75.78,zone2,-1.46
SNS-20250920-3000465,2025-09-20T08:00:00Z,244.03,8,238.85,zone3,-0.24
SNS-20250920-4000465,2025-09-20T08:00:00Z,730.42,8,733.32,zone4,-0.87
SNS-20250920-1000466,2025-09-20T09:00:00Z,278.95,9,279.04,zone1,8.6
SNS-20250920-2000466,2025-09-20T09:00:00Z,73.42,9,78.25,zone2,-0.82
SNS-20250920-3000466,2025-09-20T09:00:00Z,231.03,9,232.89,zone3,-0.76
SNS-20250920-4000466,2025-09-20T09:00:00Z,776.94,9,776.1,zone4,-0.29
SNS-20250920-1000467,2025-09-20T10:00:00Z,139.77,10,130.42,zone1,-0.68
SNS-20250920-2000467,2025-09-20T10:00:00Z,77.2,10,72.04,zone2,-0.35
SNS-20250920-3000467,2025-09-20T10:00:00Z,210.65,10,215.24,zone3,-1.57
SNS-20250920-4000467,2025-09-20T10:00:00Z,731.77,10,729.21,zone4,-0.85
SNS-20250920-1000468,2025-09-20T11:00:00Z,140.2,11,132.5,zone1,-0.65
SNS-20250920-2000468,2025-09-20T11:00:00Z,80.61,11,83.28,zone2,0.08
SNS-20250920-3000468,2025-09-20T11:00:00Z,470.5,11,475.88,zone3,8.82
SNS-20250920-4000468,2025-09-20T11:00:00Z,827.93,11,835.21,zone4,0.35
SNS-20250920-1000469,2025-09-20T12:00:00Z,149.82,12,157.96,zone1,-0.01
SNS-20250920-2000469,2025-09-20T12:00:00Z,83.18,12,78.55,zone2,0.4
SNS-20250920-3000469,2025-09-20T12:00:00Z,308.63,12,317.95,zone3,2.35
SNS-20250920-4000469,2025-09-20T12:00:00Z,757.24,12,761.02,zone4,-0.53
SNS-20250920-1000470,2025-09-20T13:00:00Z,143.63,13,150.25,zone1,-0.42
SNS-20250920-2000470,2025-09-20T13:00:00Z,79.01,13,75.03,zone2,-0.12
SNS-20250920-3000470,2025-09-20T13:00:00Z,238.55,13,245.1,zone3,-0.46
SNS-20250920-4000470,2025-09-20T13:00:00Z,1762.05,13,1754.97,zone4,12.03
SNS-20250920-1000471,2025-09-20T14:00:00Z,135.81,14,141.39,zone1,-0.95
SNS-20250920-2000471,2025-09-20T14:00:00Z,89.37,14,82.27,zone2,1.17
SNS-20250920-3000471,2025-09-20T14:00:00Z,249.44,14,242.2,zone3,-0.02
SNS-20250920-4000471,2025-09-20T14:00:00Z,872.87,14,872.9,zone4,0.91
SNS-20250920-1000472,2025-09-20T15:00:00Z,154.06,15,161.85,zone1,0.27
SNS-20250920-2000472,2025-09-20T15:00:00Z,82.89,15,79.39,zone2,0.36
SNS-20250920-3000472,2025-09-20T15:00:00Z,214.51,15,205.45,zone3,-1.42
SNS-20250920-4000472,2025-09-20T15:00:00Z,1725.44,15,1719.64,zone4,11.57
SNS-20250920-1000473,2025-09-20T16:00:00Z,139.68,16,131.45,zone1,-0.69
SNS-20250920-2000473,2025-09-20T16:00:00Z,78.5,16,79.09,zone2,-0.19
SNS-20250920-3000473,2025-09-20T16:00:00Z,257.25,16,254.33,zone3,0.29
SNS-20250920-4000473,2025-09-20T16:00:00Z,1771.25,16,1771.4,zone4,12.14
SNS-20250920-1000474,2025-09-20T17:00:00Z,149.09,17,139.74,zone1,-0.06
SNS-20250920-2000474,2025-09-20T17:00:00Z,83.59,17,90.21,zone2,0.45
SNS-20250920-3000474,2025-09-20T17:00:00Z,249.0,17,255.82,zone3,-0.04
SNS-20250920-4000474,2025-09-20T17:00:00Z,783.84,17,787.89,zone4,-0.2
SNS-20250920-1000475,2025-09-20T18:00:00Z,168.01,18,177.73,zone1,1.2
SNS-20250920-2000475,2025-09-20T18:00:00Z,78.71,18,81.1,zone2,-0.16
SNS-20250920-3000475,2025-09-20T18:00:00Z,224.76,18,225.57,zone3,-1.01
SNS-20250920-4000475,2025-09-20T18:00:00Z,867.05,18,869.57,zone4,0.84
SNS-20250920-1000476,2025-09-20T19:00:00Z,142.46,19,149.53,zone1,-0.5
SNS-20250920-2000476,2025-09-20T19:00:00Z,75.16,19,81.6,zone2,-0.61
SNS-20250920-3000476,2025-09-20T19:00:00Z,251.93,19,254.04,zone3,0.08
SNS-20250920-4000476,2025-09-20T19:00:00Z,779.13,19,787.62,zone4,-0.26
SNS-20250920-1000477,2025-09-20T20:00:00Z,141.85,20,134.38,zone1,-0.54
SNS-20250920-2000477,2025-09-20T20:00:00Z,75.15,20,71.28,zone2,-0.61
SNS-20250920-3000477,2025-09-20T20:00:00Z,243.74,20,249.32,zone3,-0.25
SNS-20250920-4000477,2025-09-20T20:00:00Z,677.42,20,673.53,zone4,-1.53
SNS-20250920-1000478,2025-09-20T21:00:00Z,147.28,21,150.79,zone1,-0.18
SNS-20250920-2000478,2025-09-20T21:00:00Z,195.33,21,187.02,zone2,14.42
SNS-20250920-3000478,2025-09-20T21:00:00Z,266.93,21,267.32,zone3,0.68
SNS-20250920-4000478,2025-09-20T21:00:00Z,810.59,21,804.71,zone4,0.13
SNS-20250920-1000479,2025-09-20T22:00:00Z,161.78,22,155.12,zone1,0.79
SNS-20250920-2000479,2025-09-20T22:00:00Z,81.86,22,87.41,zone2,0.23
SNS-20250920-3000479,2025-09-20T22:00:00Z,604.18,22,602.77,zone3,14.17
SNS-20250920-4000479,2025-09-20T22:00:00Z,703.91,22,705.8,zone4,-1.2
SNS-20250920-1000480,2025-09-20T23:00:00Z,295.89,23,295.11,zone1,9.73
SNS-20250920-2000480,2025-09-20T23:00:00Z,80.3,23,72.43,zone2,0.04
SNS-20250920-3000480,2025-09-20T23:00:00Z,263.58,23,270.88,zone3,0.54
SNS-20250920-4000480,2025-09-20T23:00:00Z,763.44,23,758.1,zone4,-0.46
SNS-20250921-1000481,2025-09-21T00:00:00Z,131.03,0,135.51,zone1,-1.26
SNS-20250921-2000481,2025-09-21T00:00:00Z,74.41,0,66.5,zone2,-0.7
SNS-20250921-3000481,2025-09-21T00:00:00Z,240.92,0,242.82,zone3,-0.36
SNS-20250921-4000481,2025-09-21T00:00:00Z,565.76,0,568.18,zone4,-2.93
SNS-20250921-1000482,2025-09-21T01:00:00Z,153.19,1,149.03,zone1,0.21
SNS-20250921-2000482,2025-09-21T01:00:00Z,92.67,1,96.38,zone2,1.58
SNS-20250921-3000482,2025-09-21T01:00:00Z,216.28,1,208.23,zone3,-1.35
SNS-20250921-4000482,2025-09-21T01:00:00Z,891.47,1,892.46,zone4,1.14
SNS-20250921-1000483,2025-09-21T02:00:00Z,158.59,2,157.94,zone1,0.57
SNS-20250921-2000483,2025-09-21T02:00:00Z,80.17,2,78.84,zone2,0.02
SNS-20250921-3000483,2025-09-21T02:00:00Z,232.14,2,238.74,zone3,-0.71
SNS-20250921-4000483,2025-09-21T02:00:00Z,775.68,2,770.05,zone4,-0.3
SNS-20250921-1000484,2025-09-21T03:00:00Z,142.12,3,133.07,zone1,-0.53
SNS-20250921-2000484,2025-09-21T03:00:00Z,77.98,3,71.48,zone2,-0.25
SNS-20250921-3000484,2025-09-21T03:00:00Z,248.95,3,245.72,zone3,-0.04
SNS-20250921-4000484,2025-09-21T03:00:00Z,746.2,3,737.75,zone4,-0.67
SNS-20250921-1000485,2025-09-21T04:00:00Z,161.84,4,167.98,zone1,0.79
