id,timestamp,hour,day_of_week,temperature,prev_demand,zone,power_demand
PWR-20251003-1000777,2025-10-03T08:00:00Z,8,4,26.7,345.43,zone1,329.31
PWR-20251003-2000777,2025-10-03T08:00:00Z,8,4,26.7,80.02,zone2,77.08
PWR-20251003-3000777,2025-10-03T08:00:00Z,8,4,26.7,387.11,zone3,438.7
PWR-20251003-4000777,2025-10-03T08:00:00Z,8,4,26.7,1321.84,zone4,1394.25
PWR-20251003-1000778,2025-10-03T09:00:00Z,9,4,35.1,305.65,zone1,274.22
PWR-20251003-2000778,2025-10-03T09:00:00Z,9,4,35.1,100.48,zone2,60.16
PWR-20251003-3000778,2025-10-03T09:00:00Z,9,4,35.1,517.02,zone3,522.21
PWR-20251003-4000778,2025-10-03T09:00:00Z,9,4,35.1,1390.77,zone4,1473.53
PWR-20251003-1000779,2025-10-03T10:00:00Z,10,4,30.5,288.61,zone1,281.19
PWR-20251003-2000779,2025-10-03T10:00:00Z,10,4,30.5,60.03,zone2,50.27
PWR-20251003-3000779,2025-10-03T10:00:00Z,10,4,30.5,356.56,zone3,371.55
PWR-20251003-4000779,2025-10-03T10:00:00Z,10,4,30.5,1520.74,zone4,1624.99
PWR-20251003-1000780,2025-10-03T11:00:00Z,11,4,28.3,234.03,zone1,213.24
PWR-20251003-2000780,2025-10-03T11:00:00Z,11,4,28.3,90.98,zone2,120.38
PWR-20251003-3000780,2025-10-03T11:00:00Z,11,4,28.3,473.73,zone3,475.46
PWR-20251003-4000780,2025-10-03T11:00:00Z,11,4,28.3,1603.28,zone4,1642.1
PWR-20251003-1000781,2025-10-03T12:00:00Z,12,4,32.8,242.35,zone1,268.47
PWR-20251003-2000781,2025-10-03T12:00:00Z,12,4,32.8,77.2,zone2,97.24
PWR-20251003-3000781,2025-10-03T12:00:00Z,12,4,32.8,521.15,zone3,545.33
PWR-20251003-4000781,2025-10-03T12:00:00Z,12,4,32.8,1449.75,zone4,1514.24
PWR-20251003-1000782,2025-10-03T13:00:00Z,13,4,35.7,221.31,zone1,228.8
PWR-20251003-2000782,2025-10-03T13:00:00Z,13,4,35.7,46.84,zone2,77.75
PWR-20251003-3000782,2025-10-03T13:00:00Z,13,4,35.7,479.29,zone3,468.07
PWR-20251003-4000782,2025-10-03T13:00:00Z,13,4,35.7,1392.24,zone4,1444.11
PWR-20251003-1000783,2025-10-03T14:00:00Z,14,4,30.8,211.97,zone1,222.34
PWR-20251003-2000783,2025-10-03T14:00:00Z,14,4,30.8,47.04,zone2,107.38
PWR-20251003-3000783,2025-10-03T14:00:00Z,14,4,30.8,439.66,zone3,462.35
PWR-20251003-4000783,2025-10-03T14:00:00Z,14,4,30.8,1270.41,zone4,1285.6
PWR-20251003-1000784,2025-10-03T15:00:00Z,15,4,35.6,261.87,zone1,239.96
PWR-20251003-2000784,2025-10-03T15:00:00Z,15,4,35.6,65.38,zone2,56.91
PWR-20251003-3000784,2025-10-03T15:00:00Z,15,4,35.6,507.27,zone3,550.45
PWR-20251003-4000784,2025-10-03T15:00:00Z,15,4,35.6,1230.81,zone4,1266.24
PWR-20251003-1000785,2025-10-03T16:00:00Z,16,4,28.2,229.02,zone1,226.5
PWR-20251003-2000785,2025-10-03T16:00:00Z,16,4,28.2,58.42,zone2,46.35
PWR-20251003-3000785,2025-10-03T16:00:00Z,16,4,28.2,431.84,zone3,426.22
PWR-20251003-4000785,2025-10-03T16:00:00Z,16,4,28.2,1508.37,zone4,1568.82
PWR-20251003-1000786,2025-10-03T17:00:00Z,17,4,32.6,253.49,zone1,265.42
PWR-20251003-2000786,2025-10-03T17:00:00Z,17,4,32.6,82.01,zone2,66.86
PWR-20251003-3000786,2025-10-03T17:00:00Z,17,4,32.6,596.1,zone3,581.87
PWR-20251003-4000786,2025-10-03T17:00:00Z,17,4,32.6,1199.27,zone4,1262.32
PWR-20251003-1000787,2025-10-03T18:00:00Z,18,4,27.6,334.69,zone1,374.25
PWR-20251003-2000787,2025-10-03T18:00:00Z,18,4,27.6,155.95,zone2,180.54
PWR-20251003-3000787,2025-10-03T18:00:00Z,18,4,27.6,389.61,zone3,484.77
PWR-20251003-4000787,2025-10-03T18:00:00Z,18,4,27.6,1308.03,zone4,1409.49
PWR-20251003-1000788,2025-10-03T19:00:00Z,19,4,27.0,348.77,zone1,356.13
PWR-20251003-2000788,2025-10-03T19:00:00Z,19,4,27.0,119.54,zone2,115.92
PWR-20251003-3000788,2025-10-03T19:00:00Z,19,4,27.0,90.6,zone3,112.79
PWR-20251003-4000788,2025-10-03T19:00:00Z,19,4,27.0,1543.14,zone4,1657.64
PWR-20251003-1000789,2025-10-03T20:00:00Z,20,4,26.6,357.17,zone1,362.25
PWR-20251003-2000789,2025-10-03T20:00:00Z,20,4,26.6,98.91,zone2,132.63
PWR-20251003-3000789,2025-10-03T20:00:00Z,20,4,26.6,121.72,zone3,161.27
PWR-20251003-4000789,2025-10-03T20:00:00Z,20,4,26.6,1277.3,zone4,1333.0
PWR-20251003-1000790,2025-10-03T21:00:00Z,21,4,26.5,341.65,zone1,361.0
PWR-20251003-2000790,2025-10-03T21:00:00Z,21,4,26.5,140.64,zone2,152.8
PWR-20251003-3000790,2025-10-03T21:00:00Z,21,4,26.5,95.34,zone3,92.88
PWR-20251003-4000790,2025-10-03T21:00:00Z,21,4,26.5,1242.76,zone4,1271.15
PWR-20251003-1000791,2025-10-03T22:00:00Z,22,4,22.7,298.62,zone1,350.15
PWR-20251003-2000791,2025-10-03T22:00:00Z,22,4,22.7,97.31,zone2,149.88
PWR-20251003-3000791,2025-10-03T22:00:00Z,22,4,22.7,73.08,zone3,119.95
PWR-20251003-4000791,2025-10-03T22:00:00Z,22,4,22.7,1261.31,zone4,1361.3
PWR-20251003-1000792,2025-10-03T23:00:00Z,23,4,27.8,336.6,zone1,287.11
PWR-20251003-2000792,2025-10-03T23:00:00Z,23,4,27.8,52.38,zone2,53.93
PWR-20251003-3000792,2025-10-03T23:00:00Z,23,4,27.8,110.22,zone3,121.3
PWR-20251003-4000792,2025-10-03T23:00:00Z,23,4,27.8,1500.01,zone4,1537.63
PWR-20251004-1000793,2025-10-04T00:00:00Z,0,5,26.5,128.46,zone1,152.61
PWR-20251004-2000793,2025-10-04T00:00:00Z,0,5,26.5,98.53,zone2,45.92
PWR-20251004-3000793,2025-10-04T00:00:00Z,0,5,26.5,107.69,zone3,123.85
PWR-20251004-4000793,2025-10-04T00:00:00Z,0,5,26.5,1074.06,zone4,1127.57
PWR-20251004-1000794,2025-10-04T01:00:00Z,1,5,20.2,156.17,zone1,138.69
PWR-20251004-2000794,2025-10-04T01:00:00Z,1,5,20.2,64.5,zone2,25.04
PWR-20251004-3000794,2025-10-04T01:00:00Z,1,5,20.2,140.61,zone3,129.61
PWR-20251004-4000794,2025-10-04T01:00:00Z,1,5,20.2,1034.13,zone4,1101.74
PWR-20251004-1000795,2025-10-04T02:00:00Z,2,5,20.0,173.11,zone1,141.82
PWR-20251004-2000795,2025-10-04T02:00:00Z,2,5,20.0,77.42,zone2,69.39
PWR-20251004-3000795,2025-10-04T02:00:00Z,2,5,20.0,99.93,zone3,110.41
PWR-20251004-4000795,2025-10-04T02:00:00Z,2,5,20.0,1004.13,zone4,1067.68
PWR-20251004-1000796,2025-10-04T03:00:00Z,3,5,24.6,211.79,zone1,247.66
PWR-20251004-2000796,2025-10-04T03:00:00Z,3,5,24.6,45.62,zone2,60.68
PWR-20251004-3000796,2025-10-04T03:00:00Z,3,5,24.6,109.9,zone3,130.06
PWR-20251004-4000796,2025-10-04T03:00:00Z,3,5,24.6,755.94,zone4,781.35
PWR-20251004-1000797,2025-10-04T04:00:00Z,4,5,23.8,185.87,zone1,187.78
PWR-20251004-2000797,2025-10-04T04:00:00Z,4,5,23.8,55.8,zone2,40.41
PWR-20251004-3000797,2025-10-04T04:00:00Z,4,5,23.8,108.45,zone3,106.61
PWR-20251004-4000797,2025-10-04T04:00:00Z,4,5,23.8,915.97,zone4,957.89
PWR-20251004-1000798,2025-10-04T05:00:00Z,5,5,26.4,339.09,zone1,339.57
PWR-20251004-2000798,2025-10-04T05:00:00Z,5,5,26.4,78.91,zone2,112.12
PWR-20251004-3000798,2025-10-04T05:00:00Z,5,5,26.4,81.61,zone3,145.25
PWR-20251004-4000798,2025-10-04T05:00:00Z,5,5,26.4,999.93,zone4,1059.11
PWR-20251004-1000799,2025-10-04T06:00:00Z,6,5,22.4,318.61,zone1,352.39
PWR-20251004-2000799,2025-10-04T06:00:00Z,6,5,22.4,72.52,zone2,92.19
PWR-20251004-3000799,2025-10-04T06:00:00Z,6,5,22.4,123.18,zone3,146.2
PWR-20251004-4000799,2025-10-04T06:00:00Z,6,5,22.4,916.59,zone4,960.88
PWR-20251004-1000800,2025-10-04T07:00:00Z,7,5,21.2,321.87,zone1,362.82
PWR-20251004-2000800,2025-10-04T07:00:00Z,7,5,21.2,74.5,zone2,67.02
PWR-20251004-3000800,2025-10-04T07:00:00Z,7,5,21.2,102.77,zone3,170.34
PWR-20251004-4000800,2025-10-04T07:00:00Z,7,5,21.2,1015.89,zone4,1041.48
PWR-20251004-1000801,2025-10-04T08:00:00Z,8,5,26.4,291.41,zone1,300.57
PWR-20251004-2000801,2025-10-04T08:00:00Z,8,5,26.4,52.66,zone2,83.39
PWR-20251004-3000801,2025-10-04T08:00:00Z,8,5,26.4,127.07,zone3,108.68
PWR-20251004-4000801,2025-10-04T08:00:00Z,8,5,26.4,922.82,zone4,959.14
PWR-20251004-1000802,2025-10-04T09:00:00Z,9,5,28.6,192.83,zone1,216.11
PWR-20251004-2000802,2025-10-04T09:00:00Z,9,5,28.6,68.72,zone2,70.08
PWR-20251004-3000802,2025-10-04T09:00:00Z,9,5,28.6,68.04,zone3,119.98
PWR-20251004-4000802,2025-10-04T09:00:00Z,9,5,28.6,1012.73,zone4,1087.27
PWR-20251004-1000803,2025-10-04T10:00:00Z,10,5,27.6,199.61,zone1,209.39
PWR-20251004-2000803,2025-10-04T10:00:00Z,10,5,27.6,83.55,zone2,63.38
PWR-20251004-3000803,2025-10-04T10:00:00Z,10,5,27.6,129.35,zone3,80.4
PWR-20251004-4000803,2025-10-04T10:00:00Z,10,5,27.6,796.71,zone4,824.4
PWR-20251004-1000804,2025-10-04T11:00:00Z,11,5,34.1,300.35,zone1,310.44
PWR-20251004-2000804,2025-10-04T11:00:00Z,11,5,34.1,61.55,zone2,85.82
PWR-20251004-3000804,2025-10-04T11:00:00Z,11,5,34.1,178.72,zone3,194.79
PWR-20251004-4000804,2025-10-04T11:00:00Z,11,5,34.1,815.6,zone4,816.41
PWR-20251004-1000805,2025-10-04T12:00:00Z,12,5,26.9,225.24,zone1,255.91
PWR-20251004-2000805,2025-10-04T12:00:00Z,12,5,26.9,104.61,zone2,77.3
PWR-20251004-3000805,2025-10-04T12:00:00Z,12,5,26.9,83.66,zone3,79.45
PWR-20251004-4000805,2025-10-04T12:00:00Z,12,5,26.9,828.92,zone4,859.59
PWR-20251004-1000806,2025-10-04T13:00:00Z,13,5,26.1,205.0,zone1,218.9
PWR-20251004-2000806,2025-10-04T13:00:00Z,13,5,26.1,63.32,zone2,63.98
PWR-20251004-3000806,2025-10-04T13:00:00Z,13,5,26.1,152.9,zone3,131.91
PWR-20251004-4000806,2025-10-04T13:00:00Z,13,5,26.1,847.65,zone4,907.71
PWR-20251004-1000807,2025-10-04T14:00:00Z,14,5,30.0,161.3,zone1,193.09
PWR-20251004-2000807,2025-10-04T14:00:00Z,14,5,30.0,104.83,zone2,94.47
PWR-20251004-3000807,2025-10-04T14:00:00Z,14,5,30.0,78.09,zone3,91.79
PWR-20251004-4000807,2025-10-04T14:00:00Z,14,5,30.0,1039.07,zone4,1060.49
PWR-20251004-1000808,2025-10-04T15:00:00Z,15,5,30.3,228.33,zone1,254.25
PWR-20251004-2000808,2025-10-04T15:00:00Z,15,5,30.3,48.23,zone2,54.74
PWR-20251004-3000808,2025-10-04T15:00:00Z,15,5,30.3,104.18,zone3,99.0
PWR-20251004-4000808,2025-10-04T15:00:00Z,15,5,30.3,832.97,zone4,855.24
PWR-20251004-1000809,2025-10-04T16:00:00Z,16,5,28.7,177.32,zone1,166.97
PWR-20251004-2000809,2025-10-04T16:00:00Z,16,5,28.7,74.86,zone2,110.0
PWR-20251004-3000809,2025-10-04T16:00:00Z,16,5,28.7,123.07,zone3,102.13
PWR-20251004-4000809,2025-10-04T16:00:00Z,16,5,28.7,868.0,zone4,940.36
PWR-20251004-1000810,2025-10-04T17:00:00Z,17,5,32.2,281.01,zone1,314.11
PWR-20251004-2000810,2025-10-04T17:00:00Z,17,5,32.2,70.4,zone2,76.08
PWR-20251004-3000810,2025-10-04T17:00:00Z,17,5,32.2,182.14,zone3,215.62
PWR-20251004-4000810,2025-10-04T17:00:00Z,17,5,32.2,1051.87,zone4,1140.9
PWR-20251004-1000811,2025-10-04T18:00:00Z,18,5,25.6,281.46,zone1,314.74
PWR-20251004-2000811,2025-10-04T18:00:00Z,18,5,25.6,126.21,zone2,148.91
PWR-20251004-3000811,2025-10-04T18:00:00Z,18,5,25.6,106.56,zone3,93.84
PWR-20251004-4000811,2025-10-04T18:00:00Z,18,5,25.6,996.0,zone4,1001.59
PWR-20251004-1000812,2025-10-04T19:00:00Z,19,5,23.5,250.52,zone1,251.0
PWR-20251004-2000812,2025-10-04T19:00:00Z,19,5,23.5,89.94,zone2,147.35
PWR-20251004-3000812,2025-10-04T19:00:00Z,19,5,23.5,115.89,zone3,190.59
PWR-20251004-4000812,2025-10-04T19:00:00Z,19,5,23.5,1094.85,zone4,1187.29
PWR-20251004-1000813,2025-10-04T20:00:00Z,20,5,25.5,295.55,zone1,308.08
PWR-20251004-2000813,2025-10-04T20:00:00Z,20,5,25.5,120.68,zone2,120.73
PWR-20251004-3000813,2025-10-04T20:00:00Z,20,5,25.5,88.23,zone3,81.28
PWR-20251004-4000813,2025-10-04T20:00:00Z,20,5,25.5,956.06,zone4,998.48
PWR-20251004-1000814,2025-10-04T21:00:00Z,21,5,20.6,259.51,zone1,288.09
PWR-20251004-2000814,2025-10-04T21:00:00Z,21,5,20.6,158.63,zone2,146.62
PWR-20251004-3000814,2025-10-04T21:00:00Z,21,5,20.6,136.12,zone3,130.43
PWR-20251004-4000814,2025-10-04T21:00:00Z,21,5,20.6,1093.71,zone4,1125.97
PWR-20251004-1000815,2025-10-04T22:00:00Z,22,5,26.0,252.1,zone1,323.17
PWR-20251004-2000815,2025-10-04T22:00:00Z,22,5,26.0,154.7,zone2,119.41
PWR-20251004-3000815,2025-10-04T22:00:00Z,22,5,26.0,118.55,zone3,146.67
PWR-20251004-4000815,2025-10-04T22:00:00Z,22,5,26.0,797.11,zone4,870.17
PWR-20251004-1000816,2025-10-04T23:00:00Z,23,5,23.5,367.12,zone1,410.19
PWR-20251004-2000816,2025-10-04T23:00:00Z,23,5,23.5,57.87,zone2,65.2
PWR-20251004-3000816,2025-10-04T23:00:00Z,23,5,23.5,80.46,zone3,112.98
PWR-20251004-4000816,2025-10-04T23:00:00Z,23,5,23.5,807.38,zone4,847.6
PWR-20251005-1000817,2025-10-05T00:00:00Z,0,6,20.2,162.43,zone1,196.05
PWR-20251005-2000817,2025-10-05T00:00:00Z,0,6,20.2,28.26,zone2,71.16
PWR-20251005-3000817,2025-10-05T00:00:00Z,0,6,20.2,153.63,zone3,116.07
PWR-20251005-4000817,2025-10-05T00:00:00Z,0,6,20.2,929.28,zone4,963.73
PWR-20251005-1000818,2025-10-05T01:00:00Z,1,6,20.5,234.41,zone1,196.38
PWR-20251005-2000818,2025-10-05T01:00:00Z,1,6,20.5,58.33,zone2,47.81
PWR-20251005-3000818,2025-10-05T01:00:00Z,1,6,20.5,58.51,zone3,100.19
PWR-20251005-4000818,2025-10-05T01:00:00Z,1,6,20.5,787.5,zone4,861.38
PWR-20251005-1000819,2025-10-05T02:00:00Z,2,6,25.4,122.34,zone1,180.26
PWR-20251005-2000819,2025-10-05T02:00:00Z,2,6,25.4,103.13,zone2,97.64
PWR-20251005-3000819,2025-10-05T02:00:00Z,2,6,25.4,95.11,zone3,117.81
PWR-20251005-4000819,2025-10-05T02:00:00Z,2,6,25.4,756.59,zone4,819.64
PWR-20251005-1000820,2025-10-05T03:00:00Z,3,6,23.1,151.99,zone1,166.62
PWR-20251005-2000820,2025-10-05T03:00:00Z,3,6,23.1,60.96,zone2,70.93
PWR-20251005-3000820,2025-10-05T03:00:00Z,3,6,23.1,81.63,zone3,101.33
PWR-20251005-4000820,2025-10-05T03:00:00Z,3,6,23.1,785.61,zone4,829.86
PWR-20251005-1000821,2025-10-05T04:00:00Z,4,6,22.5,151.42,zone1,142.85
PWR-20251005-2000821,2025-10-05T04:00:00Z,4,6,22.5,76.8,zone2,108.54
PWR-20251005-3000821,2025-10-05T04:00:00Z,4,6,22.5,67.63,zone3,104.22
PWR-20251005-4000821,2025-10-05T04:00:00Z,4,6,22.5,949.09,zone4,997.12
PWR-20251005-1000822,2025-10-05T05:00:00Z,5,6,23.1,325.56,zone1,313.27
PWR-20251005-2000822,2025-10-05T05:00:00Z,5,6,23.1,79.52,zone2,91.38
PWR-20251005-3000822,2025-10-05T05:00:00Z,5,6,23.1,139.15,zone3,145.07
PWR-20251005-4000822,2025-10-05T05:00:00Z,5,6,23.1,929.05,zone4,971.36
PWR-20251005-1000823,2025-10-05T06:00:00Z,6,6,27.9,292.52,zone1,281.93
PWR-20251005-2000823,2025-10-05T06:00:00Z,6,6,27.9,60.79,zone2,84.16
PWR-20251005-3000823,2025-10-05T06:00:00Z,6,6,27.9,148.64,zone3,127.08
PWR-20251005-4000823,2025-10-05T06:00:00Z,6,6,27.9,1071.44,zone4,1120.15
PWR-20251005-1000824,2025-10-05T07:00:00Z,7,6,20.1,334.84,zone1,369.98
PWR-20251005-2000824,2025-10-05T07:00:00Z,7,6,20.1,124.33,zone2,74.51
PWR-20251005-3000824,2025-10-05T07:00:00Z,7,6,20.1,123.83,zone3,86.92
PWR-20251005-4000824,2025-10-05T07:00:00Z,7,6,20.1,807.12,zone4,839.28
PWR-20251005-1000825,2025-10-05T08:00:00Z,8,6,26.9,234.32,zone1,244.51
PWR-20251005-2000825,2025-10-05T08:00:00Z,8,6,26.9,62.78,zone2,69.6
PWR-20251005-3000825,2025-10-05T08:00:00Z,8,6,26.9,133.39,zone3,158.19
PWR-20251005-4000825,2025-10-05T08:00:00Z,8,6,26.9,981.27,zone4,1029.67
PWR-20251005-1000826,2025-10-05T09:00:00Z,9,6,31.7,257.1,zone1,248.67
PWR-20251005-2000826,2025-10-05T09:00:00Z,9,6,31.7,92.23,zone2,69.59
PWR-20251005-3000826,2025-10-05T09:00:00Z,9,6,31.7,96.59,zone3,146.15
PWR-20251005-4000826,2025-10-05T09:00:00Z,9,6,31.7,878.5,zone4,915.99
PWR-20251005-1000827,2025-10-05T10:00:00Z,10,6,32.6,246.3,zone1,244.51
PWR-20251005-2000827,2025-10-05T10:00:00Z,10,6,32.6,97.76,zone2,93.63
PWR-20251005-3000827,2025-10-05T10:00:00Z,10,6,32.6,201.24,zone3,194.41
PWR-20251005-4000827,2025-10-05T10:00:00Z,10,6,32.6,1041.61,zone4,1113.41
PWR-20251005-1000828,2025-10-05T11:00:00Z,11,6,31.5,299.19,zone1,299.5
PWR-20251005-2000828,2025-10-05T11:00:00Z,11,6,31.5,70.1,zone2,58.67
PWR-20251005-3000828,2025-10-05T11:00:00Z,11,6,31.5,92.41,zone3,78.11
PWR-20251005-4000828,2025-10-05T11:00:00Z,11,6,31.5,1083.53,zone4,1156.28
PWR-20251005-1000829,2025-10-05T12:00:00Z,12,6,35.1,241.41,zone1,280.07
PWR-20251005-2000829,2025-10-05T12:00:00Z,12,6,35.1,78.45,zone2,72.34
PWR-20251005-3000829,2025-10-05T12:00:00Z,12,6,35.1,212.12,zone3,201.64
PWR-20251005-4000829,2025-10-05T12:00:00Z,12,6,35.1,1064.13,zone4,1107.08
PWR-20251005-1000830,2025-10-05T13:00:00Z,13,6,30.4,161.07,zone1,212.6
PWR-20251005-2000830,2025-10-05T13:00:00Z,13,6,30.4,67.63,zone2,75.32
PWR-20251005-3000830,2025-10-05T13:00:00Z,13,6,30.4,76.39,zone3,121.63
PWR-20251005-4000830,2025-10-05T13:00:00Z,13,6,30.4,906.22,zone4,969.61
PWR-20251005-1000831,2025-10-05T14:00:00Z,14,6,32.1,243.19,zone1,226.85
PWR-20251005-2000831,2025-10-05T14:00:00Z,14,6,32.1,69.99,zone2,90.57
PWR-20251005-3000831,2025-10-05T14:00:00Z,14,6,32.1,227.1,zone3,252.91
PWR-20251005-4000831,2025-10-05T14:00:00Z,14,6,32.1,765.89,zone4,787.44
PWR-20251005-1000832,2025-10-05T15:00:00Z,15,6,31.3,257.74,zone1,316.76
PWR-20251005-2000832,2025-10-05T15:00:00Z,15,6,31.3,73.95,zone2,72.03
PWR-20251005-3000832,2025-10-05T15:00:00Z,15,6,31.3,126.35,zone3,101.56
PWR-20251005-4000832,2025-10-05T15:00:00Z,15,6,31.3,1086.85,zone4,1136.9
PWR-20251005-1000833,2025-10-05T16:00:00Z,16,6,29.5,221.05,zone1,254.01
PWR-20251005-2000833,2025-10-05T16:00:00Z,16,6,29.5,60.33,zone2,27.31
PWR-20251005-3000833,2025-10-05T16:00:00Z,16,6,29.5,115.75,zone3,135.15
PWR-20251005-4000833,2025-10-05T16:00:00Z,16,6,29.5,1077.38,zone4,1145.25
PWR-20251005-1000834,2025-10-05T17:00:00Z,17,6,35.0,322.02,zone1,304.46
PWR-20251005-2000834,2025-10-05T17:00:00Z,17,6,35.0,40.95,zone2,54.47
PWR-20251005-3000834,2025-10-05T17:00:00Z,17,6,35.0,224.21,zone3,250.13
PWR-20251005-4000834,2025-10-05T17:00:00Z,17,6,35.0,1131.49,zone4,1170.54
PWR-20251005-1000835,2025-10-05T18:00:00Z,18,6,24.6,347.91,zone1,332.06
PWR-20251005-2000835,2025-10-05T18:00:00Z,18,6,24.6,123.17,zone2,139.02
PWR-20251005-3000835,2025-10-05T18:00:00Z,18,6,24.6,106.04,zone3,150.36
PWR-20251005-4000835,2025-10-05T18:00:00Z,18,6,24.6,763.15,zone4,800.31
PWR-20251005-1000836,2025-10-05T19:00:00Z,19,6,25.0,351.95,zone1,363.29
PWR-20251005-2000836,2025-10-05T19:00:00Z,19,6,25.0,153.25,zone2,160.21
PWR-20251005-3000836,2025-10-05T19:00:00Z,19,6,25.0,120.12,zone3,122.27
PWR-20251005-4000836,2025-10-05T19:00:00Z,19,6,25.0,854.79,zone4,912.37
PWR-20251005-1000837,2025-10-05T20:00:00Z,20,6,27.5,314.52,zone1,337.9
PWR-20251005-2000837,2025-10-05T20:00:00Z,20,6,27.5,157.85,zone2,197.91
PWR-20251005-3000837,2025-10-05T20:00:00Z,20,6,27.5,95.91,zone3,143.63
PWR-20251005-4000837,2025-10-05T20:00:00Z,20,6,27.5,838.71,zone4,868.62
PWR-20251005-1000838,2025-10-05T21:00:00Z,21,6,26.4,368.32,zone1,371.46
PWR-20251005-2000838,2025-10-05T21:00:00Z,21,6,26.4,124.85,zone2,114.17
PWR-20251005-3000838,2025-10-05T21:00:00Z,21,6,26.4,65.66,zone3,132.63
PWR-20251005-4000838,2025-10-05T21:00:00Z,21,6,26.4,1045.92,zone4,1151.48
PWR-20251005-1000839,2025-10-05T22:00:00Z,22,6,21.7,336.29,zone1,335.59
PWR-20251005-2000839,2025-10-05T22:00:00Z,22,6,21.7,156.95,zone2,174.02
PWR-20251005-3000839,2025-10-05T22:00:00Z,22,6,21.7,59.37,zone3,79.33
PWR-20251005-4000839,2025-10-05T22:00:00Z,22,6,21.7,827.56,zone4,931.17
PWR-20251005-1000840,2025-10-05T23:00:00Z,23,6,21.6,315.36,zone1,299.44
PWR-20251005-2000840,2025-10-05T23:00:00Z,23,6,21.6,84.0,zone2,78.65
PWR-20251005-3000840,2025-10-05T23:00:00Z,23,6,21.6,88.29,zone3,104.87
PWR-20251005-4000840,2025-10-05T23:00:00Z,23,6,21.6,786.64,zone4,851.37
PWR-20251006-1000841,2025-10-06T00:00:00Z,0,0,23.5,252.9,zone1,225.44
PWR-20251006-2000841,2025-10-06T00:00:00Z,0,0,23.5,70.36,zone2,85.23
PWR-20251006-3000841,2025-10-06T00:00:00Z,0,0,23.5,141.2,zone3,106.44
PWR-20251006-4000841,2025-10-06T00:00:00Z,0,0,23.5,1100.73,zone4,1157.32
PWR-20251006-1000842,2025-10-06T01:00:00Z,1,0,21.3,205.77,zone1,192.39
PWR-20251006-2000842,2025-10-06T01:00:00Z,1,0,21.3,64.26,zone2,71.31
PWR-20251006-3000842,2025-10-06T01:00:00Z,1,0,21.3,82.42,zone3,97.12
PWR-20251006-4000842,2025-10-06T01:00:00Z,1,0,21.3,1152.2,zone4,1233.81
PWR-20251006-1000843,2025-10-06T02:00:00Z,2,0,20.8,180.15,zone1,191.62
PWR-20251006-2000843,2025-10-06T02:00:00Z,2,0,20.8,62.25,zone2,83.46
PWR-20251006-3000843,2025-10-06T02:00:00Z,2,0,20.8,91.17,zone3,57.29
PWR-20251006-4000843,2025-10-06T02:00:00Z,2,0,20.8,1082.67,zone4,1127.42
PWR-20251006-1000844,2025-10-06T03:00:00Z,3,0,24.9,192.17,zone1,206.09
PWR-20251006-2000844,2025-10-06T03:00:00Z,3,0,24.9,59.64,zone2,66.44
PWR-20251006-3000844,2025-10-06T03:00:00Z,3,0,24.9,92.94,zone3,122.27
PWR-20251006-4000844,2025-10-06T03:00:00Z,3,0,24.9,1289.26,zone4,1381.78
PWR-20251006-1000845,2025-10-06T04:00:00Z,4,0,24.5,193.7,zone1,203.97
PWR-20251006-2000845,2025-10-06T04:00:00Z,4,0,24.5,65.64,zone2,35.89
PWR-20251006-3000845,2025-10-06T04:00:00Z,4,0,24.5,94.31,zone3,100.94
PWR-20251006-4000845,2025-10-06T04:00:00Z,4,0,24.5,1361.66,zone4,1399.08
PWR-20251006-1000846,2025-10-06T05:00:00Z,5,0,24.7,307.74,zone1,324.57
PWR-20251006-2000846,2025-10-06T05:00:00Z,5,0,24.7,52.9,zone2,67.51
PWR-20251006-3000846,2025-10-06T05:00:00Z,5,0,24.7,118.08,zone3,117.8
PWR-20251006-4000846,2025-10-06T05:00:00Z,5,0,24.7,1309.65,zone4,1342.48
PWR-20251006-1000847,2025-10-06T06:00:00Z,6,0,26.9,247.21,zone1,263.42
PWR-20251006-2000847,2025-10-06T06:00:00Z,6,0,26.9,23.03,zone2,52.46
PWR-20251006-3000847,2025-10-06T06:00:00Z,6,0,26.9,124.05,zone3,123.97
PWR-20251006-4000847,2025-10-06T06:00:00Z,6,0,26.9,1345.79,zone4,1367.16
PWR-20251006-1000848,2025-10-06T07:00:00Z,7,0,27.5,318.29,zone1,295.98
PWR-20251006-2000848,2025-10-06T07:00:00Z,7,0,27.5,55.89,zone2,61.21
PWR-20251006-3000848,2025-10-06T07:00:00Z,7,0,27.5,145.69,zone3,106.0
PWR-20251006-4000848,2025-10-06T07:00:00Z,7,0,27.5,1540.39,zone4,1624.87
PWR-20251006-1000849,2025-10-06T08:00:00Z,8,0,27.4,339.98,zone1,346.08
PWR-20251006-2000849,2025-10-06T08:00:00Z,8,0,27.4,88.28,zone2,92.77
PWR-20251006-3000849,2025-10-06T08:00:00Z,8,0,27.4,330.19,zone3,372.49
PWR-20251006-4000849,2025-10-06T08:00:00Z,8,0,27.4,1355.88,zone4,1425.79
PWR-20251006-1000850,2025-10-06T09:00:00Z,9,0,35.7,201.82,zone1,199.93
PWR-20251006-2000850,2025-10-06T09:00:00Z,9,0,35.7,42.07,zone2,71.68
PWR-20251006-3000850,2025-10-06T09:00:00Z,9,0,35.7,503.43,zone3,559.57
