id,timestamp,voltage,current,power_factor,temperature,humidity,zone,grid_status
GRD-20251027-1001367,2025-10-27T22:00:00Z,215.23,25.32,0.94,34.8,62.1,zone1,Normal
GRD-20251027-2001367,2025-10-27T22:00:00Z,219.32,20.79,0.89,34.8,62.1,zone2,Normal
GRD-20251027-3001367,2025-10-27T22:00:00Z,222.66,97.87,0.93,34.8,62.1,zone3,Normal
GRD-20251027-4001367,2025-10-27T22:00:00Z,208.04,188.98,0.75,34.8,62.1,zone4,Critical
GRD-20251027-1001368,2025-10-27T23:00:00Z,220.59,30.46,0.95,30.0,77.9,zone1,Normal
GRD-20251027-2001368,2025-10-27T23:00:00Z,224.19,8.86,0.83,30.0,77.9,zone2,Warning
GRD-20251027-3001368,2025-10-27T23:00:00Z,220.23,98.44,0.87,30.0,77.9,zone3,Normal
GRD-20251027-4001368,2025-10-27T23:00:00Z,220.81,290.94,0.81,30.0,77.9,zone4,Warning
GRD-20251028-1001369,2025-10-28T00:00:00Z,222.04,34.83,0.96,27.8,77.3,zone1,Normal
GRD-20251028-2001369,2025-10-28T00:00:00Z,219.66,12.7,0.82,27.8,77.3,zone2,Warning
GRD-20251028-3001369,2025-10-28T00:00:00Z,219.29,70.27,0.87,27.8,77.3,zone3,Normal
GRD-20251028-4001369,2025-10-28T00:00:00Z,204.29,299.23,0.87,27.8,77.3,zone4,Warning
GRD-20251028-1001370,2025-10-28T01:00:00Z,217.66,24.8,0.95,35.0,54.2,zone1,Normal
GRD-20251028-2001370,2025-10-28T01:00:00Z,221.21,8.31,0.87,35.0,54.2,zone2,Normal
GRD-20251028-3001370,2025-10-28T01:00:00Z,220.16,52.38,0.86,35.0,54.2,zone3,Normal
GRD-20251028-4001370,2025-10-28T01:00:00Z,197.56,282.83,0.82,35.0,54.2,zone4,Warning
GRD-20251028-1001371,2025-10-28T02:00:00Z,226.54,29.07,0.99,29.6,66.6,zone1,Normal
GRD-20251028-2001371,2025-10-28T02:00:00Z,218.14,15.08,0.92,29.6,66.6,zone2,Normal
GRD-20251028-3001371,2025-10-28T02:00:00Z,217.69,88.3,0.88,29.6,66.6,zone3,Normal
GRD-20251028-4001371,2025-10-28T02:00:00Z,214.02,264.04,0.77,29.6,66.6,zone4,Critical
GRD-20251028-1001372,2025-10-28T03:00:00Z,223.98,43.09,0.92,31.5,89.8,zone1,Normal
GRD-20251028-2001372,2025-10-28T03:00:00Z,221.82,8.08,0.94,31.5,89.8,zone2,Normal
GRD-20251028-3001372,2025-10-28T03:00:00Z,225.18,45.14,0.89,31.5,89.8,zone3,Normal
GRD-20251028-4001372,2025-10-28T03:00:00Z,228.12,235.22,0.77,31.5,89.8,zone4,Critical
GRD-20251028-1001373,2025-10-28T04:00:00Z,223.51,15.78,0.93,33.1,63.9,zone1,Normal
GRD-20251028-2001373,2025-10-28T04:00:00Z,216.51,10.69,0.9,33.1,63.9,zone2,Normal
GRD-20251028-3001373,2025-10-28T04:00:00Z,222.16,55.05,0.9,33.1,63.9,zone3,Normal
GRD-20251028-4001373,2025-10-28T04:00:00Z,216.19,134.57,0.7,33.1,63.9,zone4,Critical
GRD-20251028-1001374,2025-10-28T05:00:00Z,217.84,24.99,0.96,32.2,63.6,zone1,Normal
GRD-20251028-2001374,2025-10-28T05:00:00Z,217.66,8.33,0.88,32.2,63.6,zone2,Normal
GRD-20251028-3001374,2025-10-28T05:00:00Z,219.39,54.47,0.87,32.2,63.6,zone3,Normal
GRD-20251028-4001374,2025-10-28T05:00:00Z,220.61,259.91,0.88,32.2,63.6,zone4,Normal
GRD-20251028-1001375,2025-10-28T06:00:00Z,222.25,41.8,0.93,29.8,71.3,zone1,Normal
GRD-20251028-2001375,2025-10-28T06:00:00Z,212.97,11.57,0.88,29.8,71.3,zone2,Normal
GRD-20251028-3001375,2025-10-28T06:00:00Z,218.89,42.31,0.87,29.8,71.3,zone3,Normal
GRD-20251028-4001375,2025-10-28T06:00:00Z,197.25,284.9,0.84,29.8,71.3,zone4,Warning
GRD-20251028-1001376,2025-10-28T07:00:00Z,219.73,23.21,0.94,31.4,70.7,zone1,Normal
GRD-20251028-2001376,2025-10-28T07:00:00Z,222.08,8.17,0.87,31.4,70.7,zone2,Normal
GRD-20251028-3001376,2025-10-28T07:00:00Z,231.05,65.34,0.94,31.4,70.7,zone3,Normal
GRD-20251028-4001376,2025-10-28T07:00:00Z,210.1,275.68,0.89,31.4,70.7,zone4,Normal
GRD-20251028-1001377,2025-10-28T08:00:00Z,220.1,32.58,0.92,28.1,55.7,zone1,Normal
GRD-20251028-2001377,2025-10-28T08:00:00Z,220.21,16.34,0.94,28.1,55.7,zone2,Normal
GRD-20251028-3001377,2025-10-28T08:00:00Z,222.15,67.89,0.93,28.1,55.7,zone3,Normal
GRD-20251028-4001377,2025-10-28T08:00:00Z,225.91,166.81,0.85,28.1,55.7,zone4,Normal
GRD-20251028-1001378,2025-10-28T09:00:00Z,219.53,24.82,0.95,35.1,86.8,zone1,Normal
GRD-20251028-2001378,2025-10-28T09:00:00Z,212.76,17.3,0.83,35.1,86.8,zone2,Warning
GRD-20251028-3001378,2025-10-28T09:00:00Z,218.87,45.58,0.92,35.1,86.8,zone3,Normal
GRD-20251028-4001378,2025-10-28T09:00:00Z,208.71,237.94,0.81,35.1,86.8,zone4,Warning
GRD-20251028-1001379,2025-10-28T10:00:00Z,219.43,22.86,0.92,27.5,85.0,zone1,Normal
GRD-20251028-2001379,2025-10-28T10:00:00Z,214.53,19.06,0.87,27.5,85.0,zone2,Normal
GRD-20251028-3001379,2025-10-28T10:00:00Z,213.5,83.58,0.94,27.5,85.0,zone3,Normal
GRD-20251028-4001379,2025-10-28T10:00:00Z,212.25,150.71,0.84,27.5,85.0,zone4,Warning
GRD-20251028-1001380,2025-10-28T11:00:00Z,218.26,44.86,0.91,34.4,57.7,zone1,Normal
GRD-20251028-2001380,2025-10-28T11:00:00Z,214.15,15.41,0.89,34.4,57.7,zone2,Normal
GRD-20251028-3001380,2025-10-28T11:00:00Z,213.53,49.25,0.93,34.4,57.7,zone3,Normal
GRD-20251028-4001380,2025-10-28T11:00:00Z,202.46,145.82,0.73,34.4,57.7,zone4,Critical
GRD-20251028-1001381,2025-10-28T12:00:00Z,217.42,31.67,0.93,35.9,54.8,zone1,Normal
GRD-20251028-2001381,2025-10-28T12:00:00Z,215.79,18.75,0.89,35.9,54.8,zone2,Normal
GRD-20251028-3001381,2025-10-28T12:00:00Z,209.34,62.26,0.94,35.9,54.8,zone3,Normal
GRD-20251028-4001381,2025-10-28T12:00:00Z,215.38,233.03,0.89,35.9,54.8,zone4,Normal
GRD-20251028-1001382,2025-10-28T13:00:00Z,220.01,24.39,0.91,30.4,78.9,zone1,Normal
GRD-20251028-2001382,2025-10-28T13:00:00Z,222.14,16.42,0.85,30.4,78.9,zone2,Normal
GRD-20251028-3001382,2025-10-28T13:00:00Z,217.76,86.61,0.86,30.4,78.9,zone3,Normal
GRD-20251028-4001382,2025-10-28T13:00:00Z,212.1,286.15,0.72,30.4,78.9,zone4,Critical
GRD-20251028-1001383,2025-10-28T14:00:00Z,223.42,46.78,0.92,32.9,53.4,zone1,Normal
GRD-20251028-2001383,2025-10-28T14:00:00Z,219.12,13.11,0.94,32.9,53.4,zone2,Normal
GRD-20251028-3001383,2025-10-28T14:00:00Z,216.74,55.48,0.89,32.9,53.4,zone3,Normal
GRD-20251028-4001383,2025-10-28T14:00:00Z,214.91,275.74,0.73,32.9,53.4,zone4,Critical
GRD-20251028-1001384,2025-10-28T15:00:00Z,223.2,48.58,0.94,24.1,88.3,zone1,Normal
GRD-20251028-2001384,2025-10-28T15:00:00Z,216.02,18.06,0.81,24.1,88.3,zone2,Warning
GRD-20251028-3001384,2025-10-28T15:00:00Z,227.96,58.64,0.92,24.1,88.3,zone3,Normal
GRD-20251028-4001384,2025-10-28T15:00:00Z,218.62,164.47,0.82,24.1,88.3,zone4,Warning
GRD-20251028-1001385,2025-10-28T16:00:00Z,220.45,47.29,0.93,34.5,81.9,zone1,Normal
GRD-20251028-2001385,2025-10-28T16:00:00Z,211.91,23.04,0.9,34.5,81.9,zone2,Normal
GRD-20251028-3001385,2025-10-28T16:00:00Z,224.87,42.59,0.89,34.5,81.9,zone3,Normal
GRD-20251028-4001385,2025-10-28T16:00:00Z,228.03,202.19,0.8,34.5,81.9,zone4,Warning
GRD-20251028-1001386,2025-10-28T17:00:00Z,218.15,15.31,0.98,27.4,87.1,zone1,Normal
GRD-20251028-2001386,2025-10-28T17:00:00Z,218.61,12.47,0.8,27.4,87.1,zone2,Warning
GRD-20251028-3001386,2025-10-28T17:00:00Z,225.97,75.5,0.88,27.4,87.1,zone3,Normal
GRD-20251028-4001386,2025-10-28T17:00:00Z,221.31,224.05,0.8,27.4,87.1,zone4,Warning
GRD-20251028-1001387,2025-10-28T18:00:00Z,213.58,43.1,0.95,33.0,59.8,zone1,Normal
GRD-20251028-2001387,2025-10-28T18:00:00Z,218.44,8.6,0.94,33.0,59.8,zone2,Normal
GRD-20251028-3001387,2025-10-28T18:00:00Z,218.64,91.73,0.89,33.0,59.8,zone3,Normal
GRD-20251028-4001387,2025-10-28T18:00:00Z,223.37,202.62,0.75,33.0,59.8,zone4,Critical
GRD-20251028-1001388,2025-10-28T19:00:00Z,219.24,24.73,0.95,30.2,65.5,zone1,Normal
GRD-20251028-2001388,2025-10-28T19:00:00Z,217.8,14.11,0.94,30.2,65.5,zone2,Normal
GRD-20251028-3001388,2025-10-28T19:00:00Z,222.88,96.87,0.95,30.2,65.5,zone3,Normal
GRD-20251028-4001388,2025-10-28T19:00:00Z,228.24,229.02,0.76,30.2,65.5,zone4,Critical
GRD-20251028-1001389,2025-10-28T20:00:00Z,219.18,27.4,0.93,29.5,50.7,zone1,Normal
GRD-20251028-2001389,2025-10-28T20:00:00Z,223.01,11.01,0.84,29.5,50.7,zone2,Warning
GRD-20251028-3001389,2025-10-28T20:00:00Z,219.25,56.12,0.85,29.5,50.7,zone3,Normal
GRD-20251028-4001389,2025-10-28T20:00:00Z,210.72,247.53,0.82,29.5,50.7,zone4,Warning
GRD-20251028-1001390,2025-10-28T21:00:00Z,221.28,37.02,0.97,33.5,68.0,zone1,Normal
GRD-20251028-2001390,2025-10-28T21:00:00Z,213.92,6.48,0.9,33.5,68.0,zone2,Normal
GRD-20251028-3001390,2025-10-28T21:00:00Z,214.59,82.11,0.86,33.5,68.0,zone3,Normal
GRD-20251028-4001390,2025-10-28T21:00:00Z,222.48,120.29,0.91,33.5,68.0,zone4,Normal
GRD-20251028-1001391,2025-10-28T22:00:00Z,226.87,30.59,0.95,35.8,64.4,zone1,Normal
GRD-20251028-2001391,2025-10-28T22:00:00Z,211.2,9.4,0.91,35.8,64.4,zone2,Normal
GRD-20251028-3001391,2025-10-28T22:00:00Z,218.27,81.73,0.94,35.8,64.4,zone3,Normal
GRD-20251028-4001391,2025-10-28T22:00:00Z,217.26,299.22,0.91,35.8,64.4,zone4,Normal
GRD-20251028-1001392,2025-10-28T23:00:00Z,213.97,36.03,0.98,26.5,54.4,zone1,Normal
GRD-20251028-2001392,2025-10-28T23:00:00Z,215.75,10.43,0.9,26.5,54.4,zone2,Normal
GRD-20251028-3001392,2025-10-28T23:00:00Z,222.18,94.69,0.88,26.5,54.4,zone3,Normal
GRD-20251028-4001392,2025-10-28T23:00:00Z,203.14,268.05,0.74,26.5,54.4,zone4,Critical
GRD-20251029-1001393,2025-10-29T00:00:00Z,214.13,28.22,0.91,24.9,51.5,zone1,Normal
GRD-20251029-2001393,2025-10-29T00:00:00Z,218.4,8.98,0.84,24.9,51.5,zone2,Warning
GRD-20251029-3001393,2025-10-29T00:00:00Z,216.35,65.21,0.9,24.9,51.5,zone3,Normal
GRD-20251029-4001393,2025-10-29T00:00:00Z,206.92,284.09,0.81,24.9,51.5,zone4,Warning
GRD-20251029-1001394,2025-10-29T01:00:00Z,225.74,44.15,0.91,35.2,74.2,zone1,Normal
GRD-20251029-2001394,2025-10-29T01:00:00Z,207.56,11.46,0.91,35.2,74.2,zone2,Normal
GRD-20251029-3001394,2025-10-29T01:00:00Z,218.82,43.17,0.93,35.2,74.2,zone3,Normal
GRD-20251029-4001394,2025-10-29T01:00:00Z,211.53,128.79,0.85,35.2,74.2,zone4,Normal
GRD-20251029-1001395,2025-10-29T02:00:00Z,218.27,35.57,0.97,25.4,74.8,zone1,Normal
GRD-20251029-2001395,2025-10-29T02:00:00Z,211.88,24.4,0.9,25.4,74.8,zone2,Normal
GRD-20251029-3001395,2025-10-29T02:00:00Z,224.88,46.75,0.9,25.4,74.8,zone3,Normal
GRD-20251029-4001395,2025-10-29T02:00:00Z,219.33,123.83,0.77,25.4,74.8,zone4,Critical
GRD-20251029-1001396,2025-10-29T03:00:00Z,216.92,23.29,0.94,32.1,87.2,zone1,Normal
GRD-20251029-2001396,2025-10-29T03:00:00Z,218.83,6.96,0.82,32.1,87.2,zone2,Warning
GRD-20251029-3001396,2025-10-29T03:00:00Z,221.25,53.71,0.86,32.1,87.2,zone3,Normal
GRD-20251029-4001396,2025-10-29T03:00:00Z,208.04,114.79,0.84,32.1,87.2,zone4,Warning
GRD-20251029-1001397,2025-10-29T04:00:00Z,223.15,26.99,0.92,33.9,81.3,zone1,Normal
GRD-20251029-2001397,2025-10-29T04:00:00Z,211.32,12.92,0.8,33.9,81.3,zone2,Warning
GRD-20251029-3001397,2025-10-29T04:00:00Z,210.99,55.99,0.93,33.9,81.3,zone3,Normal
GRD-20251029-4001397,2025-10-29T04:00:00Z,222.07,156.72,0.9,33.9,81.3,zone4,Normal
GRD-20251029-1001398,2025-10-29T05:00:00Z,219.12,45.83,0.92,27.0,52.7,zone1,Normal
GRD-20251029-2001398,2025-10-29T05:00:00Z,216.26,20.24,0.82,27.0,52.7,zone2,Warning
GRD-20251029-3001398,2025-10-29T05:00:00Z,216.12,75.54,0.92,27.0,52.7,zone3,Normal
GRD-20251029-4001398,2025-10-29T05:00:00Z,228.53,184.12,0.83,27.0,52.7,zone4,Warning
GRD-20251029-1001399,2025-10-29T06:00:00Z,219.35,42.72,0.96,26.6,59.9,zone1,Normal
GRD-20251029-2001399,2025-10-29T06:00:00Z,214.54,10.51,0.89,26.6,59.9,zone2,Normal
GRD-20251029-3001399,2025-10-29T06:00:00Z,222.93,57.67,0.95,26.6,59.9,zone3,Normal
GRD-20251029-4001399,2025-10-29T06:00:00Z,211.97,133.75,0.8,26.6,59.9,zone4,Warning
GRD-20251029-1001400,2025-10-29T07:00:00Z,214.44,44.51,0.94,32.9,73.4,zone1,Normal
GRD-20251029-2001400,2025-10-29T07:00:00Z,213.66,7.21,0.93,32.9,73.4,zone2,Normal
GRD-20251029-3001400,2025-10-29T07:00:00Z,219.29,98.74,0.88,32.9,73.4,zone3,Normal
GRD-20251029-4001400,2025-10-29T07:00:00Z,220.35,299.83,0.81,32.9,73.4,zone4,Warning
GRD-20251029-1001401,2025-10-29T08:00:00Z,218.77,48.75,0.97,30.1,78.6,zone1,Normal
GRD-20251029-2001401,2025-10-29T08:00:00Z,209.03,20.45,0.93,30.1,78.6,zone2,Normal
GRD-20251029-3001401,2025-10-29T08:00:00Z,218.36,77.24,0.9,30.1,78.6,zone3,Normal
GRD-20251029-4001401,2025-10-29T08:00:00Z,235.1,223.84,0.74,30.1,78.6,zone4,Critical
GRD-20251029-1001402,2025-10-29T09:00:00Z,223.34,15.99,0.93,31.0,64.8,zone1,Normal
GRD-20251029-2001402,2025-10-29T09:00:00Z,218.26,11.1,0.94,31.0,64.8,zone2,Normal
GRD-20251029-3001402,2025-10-29T09:00:00Z,219.08,90.88,0.93,31.0,64.8,zone3,Normal
GRD-20251029-4001402,2025-10-29T09:00:00Z,221.71,225.5,0.71,31.0,64.8,zone4,Critical
GRD-20251029-1001403,2025-10-29T10:00:00Z,223.18,24.11,0.93,29.7,59.2,zone1,Normal
GRD-20251029-2001403,2025-10-29T10:00:00Z,222.93,20.49,0.93,29.7,59.2,zone2,Normal
GRD-20251029-3001403,2025-10-29T10:00:00Z,214.69,96.73,0.91,29.7,59.2,zone3,Normal
GRD-20251029-4001403,2025-10-29T10:00:00Z,221.3,243.94,0.84,29.7,59.2,zone4,Warning
GRD-20251029-1001404,2025-10-29T11:00:00Z,223.45,22.65,0.98,25.3,52.7,zone1,Normal
GRD-20251029-2001404,2025-10-29T11:00:00Z,219.66,11.76,0.9,25.3,52.7,zone2,Normal
GRD-20251029-3001404,2025-10-29T11:00:00Z,227.05,65.39,0.94,25.3,52.7,zone3,Normal
GRD-20251029-4001404,2025-10-29T11:00:00Z,220.49,244.05,0.71,25.3,52.7,zone4,Critical
GRD-20251029-1001405,2025-10-29T12:00:00Z,218.06,19.6,0.91,35.4,56.0,zone1,Normal
GRD-20251029-2001405,2025-10-29T12:00:00Z,218.24,23.98,0.92,35.4,56.0,zone2,Normal
GRD-20251029-3001405,2025-10-29T12:00:00Z,214.0,88.25,0.87,35.4,56.0,zone3,Normal
GRD-20251029-4001405,2025-10-29T12:00:00Z,216.41,178.42,0.74,35.4,56.0,zone4,Critical
GRD-20251029-1001406,2025-10-29T13:00:00Z,216.32,40.59,0.91,28.7,52.9,zone1,Normal
GRD-20251029-2001406,2025-10-29T13:00:00Z,211.62,22.69,0.89,28.7,52.9,zone2,Normal
GRD-20251029-3001406,2025-10-29T13:00:00Z,216.44,73.58,0.89,28.7,52.9,zone3,Normal
GRD-20251029-4001406,2025-10-29T13:00:00Z,209.59,146.12,0.86,28.7,52.9,zone4,Normal
GRD-20251029-1001407,2025-10-29T14:00:00Z,222.57,46.83,0.92,32.5,62.5,zone1,Normal
GRD-20251029-2001407,2025-10-29T14:00:00Z,218.42,14.98,0.94,32.5,62.5,zone2,Normal
GRD-20251029-3001407,2025-10-29T14:00:00Z,222.16,40.85,0.86,32.5,62.5,zone3,Normal
GRD-20251029-4001407,2025-10-29T14:00:00Z,204.27,207.48,0.85,32.5,62.5,zone4,Warning
GRD-20251029-1001408,2025-10-29T15:00:00Z,216.84,26.92,0.92,29.5,82.3,zone1,Normal
GRD-20251029-2001408,2025-10-29T15:00:00Z,214.33,11.45,0.83,29.5,82.3,zone2,Warning
GRD-20251029-3001408,2025-10-29T15:00:00Z,217.01,98.68,0.92,29.5,82.3,zone3,Normal
GRD-20251029-4001408,2025-10-29T15:00:00Z,207.94,179.37,0.71,29.5,82.3,zone4,Critical
GRD-20251029-1001409,2025-10-29T16:00:00Z,219.79,49.34,0.91,25.1,67.6,zone1,Normal
GRD-20251029-2001409,2025-10-29T16:00:00Z,206.63,19.93,0.91,25.1,67.6,zone2,Normal
GRD-20251029-3001409,2025-10-29T16:00:00Z,219.12,54.22,0.94,25.1,67.6,zone3,Normal
GRD-20251029-4001409,2025-10-29T16:00:00Z,230.43,141.29,0.75,25.1,67.6,zone4,Critical
GRD-20251029-1001410,2025-10-29T17:00:00Z,221.69,28.48,0.95,28.2,84.3,zone1,Normal
GRD-20251029-2001410,2025-10-29T17:00:00Z,210.17,19.43,0.93,28.2,84.3,zone2,Normal
GRD-20251029-3001410,2025-10-29T17:00:00Z,223.86,63.7,0.95,28.2,84.3,zone3,Normal
GRD-20251029-4001410,2025-10-29T17:00:00Z,213.34,126.53,0.84,28.2,84.3,zone4,Warning
GRD-20251029-1001411,2025-10-29T18:00:00Z,219.36,28.83,0.98,35.1,76.4,zone1,Normal
GRD-20251029-2001411,2025-10-29T18:00:00Z,222.09,19.25,0.84,35.1,76.4,zone2,Warning
GRD-20251029-3001411,2025-10-29T18:00:00Z,213.84,57.27,0.88,35.1,76.4,zone3,Normal
GRD-20251029-4001411,2025-10-29T18:00:00Z,226.05,276.76,0.76,35.1,76.4,zone4,Critical
GRD-20251029-1001412,2025-10-29T19:00:00Z,223.14,27.29,0.96,26.2,69.4,zone1,Normal
GRD-20251029-2001412,2025-10-29T19:00:00Z,215.83,16.16,0.87,26.2,69.4,zone2,Normal
GRD-20251029-3001412,2025-10-29T19:00:00Z,220.84,87.26,0.89,26.2,69.4,zone3,Normal
GRD-20251029-4001412,2025-10-29T19:00:00Z,221.12,297.33,0.75,26.2,69.4,zone4,Critical
GRD-20251029-1001413,2025-10-29T20:00:00Z,219.69,25.09,0.97,26.1,83.2,zone1,Normal
GRD-20251029-2001413,2025-10-29T20:00:00Z,208.67,9.22,0.9,26.1,83.2,zone2,Normal
GRD-20251029-3001413,2025-10-29T20:00:00Z,219.69,80.72,0.91,26.1,83.2,zone3,Normal
GRD-20251029-4001413,2025-10-29T20:00:00Z,215.01,126.24,0.77,26.1,83.2,zone4,Critical
GRD-20251029-1001414,2025-10-29T21:00:00Z,214.5,42.89,0.95,30.5,64.4,zone1,Normal
GRD-20251029-2001414,2025-10-29T21:00:00Z,224.56,22.48,0.86,30.5,64.4,zone2,Normal
GRD-20251029-3001414,2025-10-29T21:00:00Z,216.16,48.12,0.88,30.5,64.4,zone3,Normal
GRD-20251029-4001414,2025-10-29T21:00:00Z,211.96,273.96,0.75,30.5,64.4,zone4,Critical
GRD-20251029-1001415,2025-10-29T22:00:00Z,222.83,37.3,0.99,28.2,80.6,zone1,Normal
GRD-20251029-2001415,2025-10-29T22:00:00Z,209.37,24.9,0.86,28.2,80.6,zone2,Normal
GRD-20251029-3001415,2025-10-29T22:00:00Z,222.78,62.45,0.89,28.2,80.6,zone3,Normal
GRD-20251029-4001415,2025-10-29T22:00:00Z,210.72,230.7,0.77,28.2,80.6,zone4,Critical
GRD-20251029-1001416,2025-10-29T23:00:00Z,219.98,28.16,0.98,27.2,53.0,zone1,Normal
GRD-20251029-2001416,2025-10-29T23:00:00Z,220.74,17.06,0.81,27.2,53.0,zone2,Warning
GRD-20251029-3001416,2025-10-29T23:00:00Z,222.25,94.46,0.88,27.2,53.0,zone3,Normal
GRD-20251029-4001416,2025-10-29T23:00:00Z,207.57,158.0,0.84,27.2,53.0,zone4,Warning
GRD-20251030-1001417,2025-10-30T00:00:00Z,220.17,49.95,0.94,34.5,87.7,zone1,Normal
GRD-20251030-2001417,2025-10-30T00:00:00Z,218.23,13.81,0.89,34.5,87.7,zone2,Normal
GRD-20251030-3001417,2025-10-30T00:00:00Z,222.8,58.42,0.93,34.5,87.7,zone3,Normal
GRD-20251030-4001417,2025-10-30T00:00:00Z,214.81,172.28,0.88,34.5,87.7,zone4,Normal
GRD-20251030-1001418,2025-10-30T01:00:00Z,220.46,30.84,0.91,35.9,74.6,zone1,Normal
GRD-20251030-2001418,2025-10-30T01:00:00Z,220.32,15.5,0.81,35.9,74.6,zone2,Warning
GRD-20251030-3001418,2025-10-30T01:00:00Z,223.23,78.73,0.88,35.9,74.6,zone3,Normal
GRD-20251030-4001418,2025-10-30T01:00:00Z,219.15,150.13,0.92,35.9,74.6,zone4,Normal
GRD-20251030-1001419,2025-10-30T02:00:00Z,215.41,20.08,0.96,25.3,78.4,zone1,Normal
GRD-20251030-2001419,2025-10-30T02:00:00Z,228.4,18.59,0.92,25.3,78.4,zone2,Normal
GRD-20251030-3001419,2025-10-30T02:00:00Z,218.19,56.74,0.88,25.3,78.4,zone3,Normal
GRD-20251030-4001419,2025-10-30T02:00:00Z,214.98,155.21,0.78,25.3,78.4,zone4,Critical
GRD-20251030-1001420,2025-10-30T03:00:00Z,217.98,36.85,0.95,30.0,53.5,zone1,Normal
GRD-20251030-2001420,2025-10-30T03:00:00Z,215.04,11.39,0.95,30.0,53.5,zone2,Normal
GRD-20251030-3001420,2025-10-30T03:00:00Z,221.91,65.09,0.89,30.0,53.5,zone3,Normal
GRD-20251030-4001420,2025-10-30T03:00:00Z,211.49,287.0,0.78,30.0,53.5,zone4,Critical
GRD-20251030-1001421,2025-10-30T04:00:00Z,218.48,42.45,0.9,26.0,81.7,zone1,Normal
GRD-20251030-2001421,2025-10-30T04:00:00Z,219.54,5.85,0.94,26.0,81.7,zone2,Normal
GRD-20251030-3001421,2025-10-30T04:00:00Z,214.84,42.81,0.91,26.0,81.7,zone3,Normal
GRD-20251030-4001421,2025-10-30T04:00:00Z,221.15,226.79,0.88,26.0,81.7,zone4,Normal
GRD-20251030-1001422,2025-10-30T05:00:00Z,223.53,40.94,0.94,33.6,55.4,zone1,Normal
GRD-20251030-2001422,2025-10-30T05:00:00Z,230.07,24.49,0.95,33.6,55.4,zone2,Normal
GRD-20251030-3001422,2025-10-30T05:00:00Z,228.38,72.54,0.86,33.6,55.4,zone3,Normal
GRD-20251030-4001422,2025-10-30T05:00:00Z,219.31,156.95,0.85,33.6,55.4,zone4,Normal
GRD-20251030-1001423,2025-10-30T06:00:00Z,220.46,38.56,0.95,32.0,71.9,zone1,Normal
GRD-20251030-2001423,2025-10-30T06:00:00Z,213.51,23.77,0.9,32.0,71.9,zone2,Normal
GRD-20251030-3001423,2025-10-30T06:00:00Z,217.02,40.36,0.91,32.0,71.9,zone3,Normal
GRD-20251030-4001423,2025-10-30T06:00:00Z,219.71,121.46,0.89,32.0,71.9,zone4,Normal
GRD-20251030-1001424,2025-10-30T07:00:00Z,217.91,34.88,0.99,31.8,70.8,zone1,Normal
GRD-20251030-2001424,2025-10-30T07:00:00Z,220.68,20.4,0.91,31.8,70.8,zone2,Normal
GRD-20251030-3001424,2025-10-30T07:00:00Z,225.09,95.04,0.91,31.8,70.8,zone3,Normal
GRD-20251030-4001424,2025-10-30T07:00:00Z,221.46,169.49,0.91,31.8,70.8,zone4,Normal
GRD-20251030-1001425,2025-10-30T08:00:00Z,219.02,23.75,0.96,25.0,51.5,zone1,Normal
GRD-20251030-2001425,2025-10-30T08:00:00Z,215.67,23.84,0.82,25.0,51.5,zone2,Warning
GRD-20251030-3001425,2025-10-30T08:00:00Z,218.29,80.33,0.9,25.0,51.5,zone3,Normal
GRD-20251030-4001425,2025-10-30T08:00:00Z,218.18,294.18,0.73,25.0,51.5,zone4,Critical
GRD-20251030-1001426,2025-10-30T09:00:00Z,220.65,20.13,0.92,30.4,57.5,zone1,Normal
GRD-20251030-2001426,2025-10-30T09:00:00Z,209.79,23.14,0.84,30.4,57.5,zone2,Warning
GRD-20251030-3001426,2025-10-30T09:00:00Z,220.66,70.48,0.86,30.4,57.5,zone3,Normal
GRD-20251030-4001426,2025-10-30T09:00:00Z,217.89,194.48,0.9,30.4,57.5,zone4,Normal
GRD-20251030-1001427,2025-10-30T10:00:00Z,215.09,27.5,0.93,24.8,87.2,zone1,Normal
GRD-20251030-2001427,2025-10-30T10:00:00Z,214.83,6.35,0.93,24.8,87.2,zone2,Normal
GRD-20251030-3001427,2025-10-30T10:00:00Z,221.85,60.17,0.89,24.8,87.2,zone3,Normal
GRD-20251030-4001427,2025-10-30T10:00:00Z,204.84,224.64,0.76,24.8,87.2,zone4,Critical
GRD-20251030-1001428,2025-10-30T11:00:00Z,218.33,25.48,0.93,26.4,78.8,zone1,Normal
GRD-20251030-2001428,2025-10-30T11:00:00Z,217.47,6.3,0.88,26.4,78.8,zone2,Normal
GRD-20251030-3001428,2025-10-30T11:00:00Z,214.2,79.34,0.91,26.4,78.8,zone3,Normal
GRD-20251030-4001428,2025-10-30T11:00:00Z,196.97,254.57,0.87,26.4,78.8,zone4,Warning
GRD-20251030-1001429,2025-10-30T12:00:00Z,219.66,18.96,0.97,35.8,89.2,zone1,Normal
GRD-20251030-2001429,2025-10-30T12:00:00Z,216.56,10.04,0.85,35.8,89.2,zone2,Normal
GRD-20251030-3001429,2025-10-30T12:00:00Z,225.65,54.19,0.88,35.8,89.2,zone3,Normal
GRD-20251030-4001429,2025-10-30T12:00:00Z,209.6,137.7,0.85,35.8,89.2,zone4,Normal
GRD-20251030-1001430,2025-10-30T13:00:00Z,218.83,32.32,0.94,35.7,67.6,zone1,Normal
